   3.3049965041176826E-002   5.3966764753052843E-002  0.15190750636970696        1.8926166394555022E-003
   2.3952799488281142E-002   4.0779830361099556E-002  0.10823767313373941        3.1676388830061963E-002
   1.9099650776721558E-002   2.9303825075881917E-002   8.7113871517725108E-002  0.12415314291533708     
   1.6713677079589855E-002   6.4938514197940833E-003   7.6590865667968328E-002   3.2215050751194907E-002
   1.4886212513376787E-002   7.0545693238273088E-003   6.8079564933420031E-002   5.1075389435930596E-002
   1.3714956990756443E-002   1.7326424289180409E-002   6.2563172658840802E-002   2.5138560909204744E-002
   1.2573687912533377E-002   1.6295200198303661E-002   5.8109274402452359E-002   3.0151466773448821E-002
   1.1756558093846549E-002   8.1591957653159852E-003   5.4961844920267233E-002   8.8883971691914754E-002
   1.1164595419770036E-002   1.2122062368074893E-002   5.1034988614957158E-002   1.5609342963083916E-002
   1.0569971247107266E-002   6.2534855322411431E-003   4.7962216802078669E-002   6.2425933589394189E-002
   1.0065746708466586E-002   2.7095378010848492E-003   4.6092517766571382E-002   6.0139364574396392E-003
   9.6737027047181703E-003   2.3552157567248599E-002   4.5227597660657703E-002  0.16717612559113415     
   9.2287356616530675E-003   1.6413592801654886E-002   4.2353663815690952E-002   4.7416887760407089E-002
   8.9132559610149726E-003   3.7850124781826366E-003   4.1185206717807246E-002   4.9660568679926520E-002
   8.5792602705471645E-003   2.3119457963801437E-002   3.9510843694383402E-002   3.8810901428754097E-003
   8.3671350296773642E-003   1.8528804206678018E-002   3.8065490364123232E-002   6.5316607312958075E-002
   8.1328895526763742E-003   7.7792314892803915E-003   3.6978307510002834E-002   6.7543080949660661E-002
   7.9099363262126309E-003   4.0948077691496110E-003   3.5810817931334525E-002   8.3904558244056071E-002
   7.6505654817837724E-003   8.0601554485610905E-003   3.5334921338701773E-002   3.7490796375098334E-002
   7.4404093458262160E-003   1.4662880049915117E-002   3.4430447399211500E-002   3.1477752618822352E-002
   7.2722207786989615E-003   6.3664842405017907E-003   3.3475101815731094E-002   1.4557188309780367E-002
   7.1071987540738202E-003   3.0288539005738357E-003   3.2586883147791151E-002   1.2287420533812154E-002
   6.9650090185522278E-003   6.4747736288879310E-003   3.2035602644766764E-002   2.5041935051580033E-002
   6.8394993457152132E-003   1.8240115405454560E-003   3.1378496744360794E-002   8.6400099155043986E-003
   6.6873396278312215E-003   4.3672686467743915E-003   3.0437539668992829E-002   5.1843943322141817E-002
   6.5657225168596345E-003   4.7931310541997618E-003   3.0236505653615586E-002   4.1391899522515985E-002
   6.4279977536562524E-003   7.5949146261109490E-003   2.9578428285805713E-002   5.9145909617510650E-003
   6.2885677406571338E-003   2.4092716258543589E-003   2.8964494657867643E-002   1.3031561962817850E-002
   6.1948856275986890E-003   6.8571990261752092E-003   2.8338619792962101E-002   4.3362107974434627E-002
   6.1031326632622106E-003   5.1610852665859852E-003   2.8053209486900554E-002   4.9323620638370702E-003
   6.0064594572415879E-003   3.4843394040997566E-003   2.7436402771102389E-002   2.5309718370684298E-002
   5.8947350752396972E-003   2.3358612993540362E-003   2.6995824749716808E-002   2.8933476010196246E-002
   5.8190923099079046E-003   8.5518911525284125E-004   2.6712518348412713E-002   1.1105043441616891E-002
   5.7198762605046947E-003   4.0815919326782080E-003   2.6189186930334840E-002   3.1171047854801293E-002
   5.6485040420210866E-003   9.6203624075741345E-004   2.6034125144746165E-002   5.2242971231957203E-002
   5.5703514196405483E-003   2.7141708510605156E-003   2.5616063642795971E-002   9.4262404635672148E-003
   5.4919766689551308E-003   5.5645009929605749E-004   2.5189768802285174E-002   7.1402058010394676E-003
   5.4240885966135039E-003   4.4497839337225287E-003   2.4941354618058711E-002   1.9399900344698962E-002
   5.3557720496172009E-003   5.6927309089331857E-003   2.4626464632767801E-002   1.7537853468652997E-002
   5.2862407840761011E-003   1.1123472793148181E-002   2.4195393694866774E-002   1.7445798714284866E-002
   5.2078603145000674E-003   4.6538790313341849E-003   2.3947983806260460E-002   1.7025167643980321E-003
   5.1546135579923847E-003   3.6374825702267799E-004   2.3635432447848968E-002   9.9965842269571503E-003
   5.0905758581011821E-003   2.1114622904327973E-003   2.3424627008824677E-002   1.8230135857830954E-002
   5.0335339034065446E-003   3.9429935908792402E-003   2.3055019985524096E-002   3.3640785454605027E-002
   4.9872049811073745E-003   5.2272654425067344E-004   2.2960967293954491E-002   2.3682131896402225E-002
   4.9290823871069771E-003   4.4638506064131889E-003   2.2699039615459805E-002   9.8134814409285287E-003
   4.8696075163797191E-003   6.3995234599190098E-004   2.2441893857144988E-002   3.5527566865876992E-002
   4.8066120589449549E-003   3.0369996491508289E-003   2.2192506003777743E-002   3.2193515082106661E-002
   4.7699514152747136E-003   2.4423752036639712E-004   2.1906462780397037E-002   2.4734917038700122E-003
   4.7159645504017541E-003   2.1515746518474543E-004   2.1713561495160270E-002   1.5092514512368371E-002
   4.6741777236447273E-003   1.7481646195811607E-003   2.1426494677210528E-002   1.2038317597179660E-002
