 #N,N_u,Sigma_u,N_d,Sigma_d
 
         150   2.2603687528311811       0.23583075010249441       0.94513742299116754       0.16523151953276657     
         300   2.0578203012719207       0.13568968687530766       0.88746315333650561       0.10394516415058581     
         450   1.9926276588337715       0.18229758421078451        1.0735353497522042        7.1252888474570591E-002
         600   1.9940345778737969       0.10625839296580593       0.91194850527845361        6.6171956356751688E-002
         750   2.1146101130842014       0.12648049125300689       0.96567824644928413        7.2264138187625865E-002
         900   1.9868357051876497       0.10039614284723336        1.0556123585089896        5.3018669281735563E-002
        1050   2.1016248069082653        8.8493888520885716E-002  0.96925423689201606        4.8304987909328363E-002
        1200   1.9975403324456196        7.3778509448597818E-002  0.97909985359329066        4.6916749415930617E-002
        1350   2.0654157033613001        7.2173937183637252E-002  0.91725112276801235        4.6267402296883260E-002
        1500   1.9958708486309025        6.7038364758613481E-002   1.0211215600581820        4.0472362961690773E-002
        1650   1.9732732807168922        7.4100287807733770E-002  0.97391917318707966        4.2575547954047055E-002
        1800   1.9020333132224729        7.7457839600525991E-002  0.95922100437287205        4.0489496708016944E-002
        1950   1.9455231973727225        6.5567830549312395E-002   1.0140675988814987        3.8547920826427065E-002
        2100   1.8966557673693538        6.1438055614039276E-002   1.0372567634759406        3.4941440989385820E-002
        2250   2.0159585751181637        6.2229948649422259E-002  0.94386057733067008        3.6188283199387425E-002
        2400   1.9620825937355364        5.7955683963688880E-002   1.0290034387405755        3.2744456259294834E-002
        2550   2.0413997164993236        5.6270339652354430E-002  0.97734760199964776        3.0116416805546758E-002
        2700   2.0055218207570147        5.6331093381797558E-002  0.99596905291172955        3.1324602362568843E-002
        2850   2.0639203267253707        5.5593147616999489E-002  0.98094952225841836        2.8432750574426884E-002
        3000   1.9635269654633583        5.0692003413306166E-002  0.97755216478223761        2.9986416322544226E-002
        3150   1.9802528414444356        5.1917696639436219E-002  0.99211427972048116        2.9591787185566650E-002
        3300   2.0346672031547191        4.8359550446347759E-002  0.95546074050321339        2.7913618680390859E-002
        3450   1.9956425498451735        4.9325615581628054E-002  0.97723335471572115        2.7874579069370204E-002
        3600   1.9729913964036225        4.7257923004443432E-002   1.0083901072464760        2.7513674826939710E-002
        3750   2.0071878274888841        4.7556658125026019E-002  0.96469424555932104        2.6625145137904531E-002
        3900   2.0071247244257817        4.6627742924871977E-002  0.94260733385016060        2.6949051775156867E-002
        4050   1.9744253242215504        4.7088955527403317E-002  0.99878966265193614        2.5743959712181057E-002
        4200   1.9773859286561570        4.4367284591995196E-002  0.97691879901739631        2.5192572030999956E-002
        4350   2.0012505941960725        4.2749729811958036E-002  0.94539440313635947        2.5353451486951357E-002
        4500   2.0085066092205528        4.2065622149854744E-002  0.97739082192729787        2.4342981760838926E-002
        4650   2.0053124338446775        4.1822632863499937E-002   1.0221566663903423        2.3852218311582470E-002
        4800   2.0246192994395624        4.1130419800229280E-002   1.0121154453968162        2.5639408931664415E-002
        4950   1.9788948613529236        4.1230322637785262E-002   1.0296282887699546        2.3717275954685511E-002
        5100   2.1252843421440155        3.7107077581927425E-002   1.0147111797513413        2.4008502607322228E-002
        5250   2.1168558843686078        3.7851881227452450E-002   1.0177160474650340        2.3298826790639122E-002
        5400   2.0084960295210741        3.9842327598883641E-002   1.0129158460733432        2.2110154359305832E-002
        5550   1.9815776547075885        3.8936440628059100E-002  0.99312721411589067        2.1211296158664773E-002
        5700   2.0118270053989757        3.6012068898409556E-002  0.98140487041655811        2.1481421091368268E-002
        5850   2.0266495681622017        3.6848320528775833E-002  0.99911468048947472        2.1483950383582077E-002
        6000   2.0250353327132586        3.7448086310419577E-002  0.98269571923257248        2.2876952269927829E-002
        6150   2.0320725017439201        3.6813219205082806E-002   1.0315240431850812        1.9988516260452654E-002
        6300   1.9754061956621054        3.3778620371819848E-002  0.96620356813035191        2.1052135385094203E-002
        6450   1.9768626039178989        3.8432114977580145E-002  0.92962490605424730        2.0061086669332571E-002
        6600   1.9742760276793963        3.4080008223524853E-002   1.0030575630902072        2.0788754293915808E-002
        6750   2.0513260630149945        3.4942210952259405E-002  0.99068193620875966        2.0139433868573500E-002
        6900   2.0338596325040754        3.5621620390482625E-002  0.95326197886201292        1.9132602048890633E-002
        7050   1.9494113389368362        3.4679792867639142E-002   1.0071408288019739        1.9857044623204988E-002
        7200   1.9726715847375293        3.5245374886254698E-002  0.99268791835023873        1.9735758490984009E-002
